text,emotion,language
por favor entenda meu sofrimento e me manda noticias ela não pode ter ido muito longe... só [PERSON] sabe o quanto estou sofrendo. Entre em contato nos números 00000-0000 ou 00000-0000.Há uma recompensa para quem a achar.,sadness,pt
[PERSON] [[PERSON] ] E nao cnsigo parar d pnsar..,joy,pt
Daleeeeee!!! [[PERSON] ] BOM DIA E BOA TARDE !!! #HOJE o dia está muito bom !VIVA! E o melhor de tudo é que .. inaugura #TerçaNiggaz no Bull Pub (Shopping Total)!!!! [PERSON] [POA] Convida Viralataz Vira lataz & DJ Edinho DK !!! [WITH].,anticipation,pt
Game day [PHOTO] Bom dia faceiros e povo brasileiro. Bora ganhar mais uma etapa? ,anticipation,pt
[[PERSON] ] Nao sei como vai ser pra frente so sei q td vai dar certo..... força tia nos te amamos,anticipation,pt
princesa possa sair logo do hospital at Hospital Universitário Evangélico de Curitiba,sadness,pt
presenciado um assalto em nosso bairro. Fica ai o aviso de atenção redobrada a todos e que [PERSON] nos proteja.,fear,pt
"uns INGRESSOS, favor deixar mensagem inbox ou ligar no 0000 – 0000 e devido a grande procura estarei fazendo lotação! #OMAIORFESTIVALDAREGIÃO #TODOMUNDOVAI #XAAAMA <0 [WITH]",anticipation,pt
com isso,fear,pt
"[[PERSON] ] [PERSON] sabe o que faz !!Ele não permite que caia uma só folha da árvore sem a sua permisão então seja o que eu tiver que passar vou passar sim ,,,,mais de cabeça erguida ",anticipation,pt
[[PERSON] ] Mesmo decepcionado com algumas pessoas eu nunca vou deixar de acreditar nos verdadeiros homens ... Boa noite aos verdadeiros homens. !!!!!!!! at [LOCATION],sadness,pt
[PHOTO] Prefeitura Municipal de Ituverava nos pagamos nossos impostos em dia mas não tem o direito de coleta de galhos olha a situação da porta da minha casa na rua jóse mirandola no bairro parque do trevo há 0 mês Walter gama terra with Prefeitura Municipal de Ituverava.,anger,pt
"até 00 de fevereiro de 0000, para abertura de seu processo de habilitação.",anticipation,pt
[[PERSON] ] O mais actualizado e inovador tratamento de emagrecimento e perda de volume corporal chegou ao seu centro estética de eleição!! Agende connosco a sua primeira sessão e comprove os centímetros a menos! at Centro Estetico [PERSON] .,anticipation,pt
", e se for preciso ela deixa de sorrir pra ver o seu Sorriso... Sem Mais",joy,pt
[[PERSON] ] Parabens..a nossa cidade Pontal do Paraná.. 00 anos...adoro o lugar k moro..,joy,pt
Facebook. >> MULHERES NÃO PAGAM ATÉ AS 0:00H << *SORTEIO DE BEBIDAS. *SORTEIO DOS INGRESSOS DO SHOW DA MC BEYONCE.,anticipation,pt
[[PERSON] ] A vida é uma grande faculdade só não tem formação quem não quer realmente aprender nada de bom..Tatiane SantosFabiana XavierAuviett RodriguesMadalena Lopes... with Fabiana Xavier.,joy,pt
[[PERSON] ] *ta doente? (Ligue:000) *ta pegando fogo?* (Lique:000) *Ta precisando de um amigo?* (Ligue:00000000) Pra vcs o plano é 00 horas. ♥♥♥♥,joy,pt
"iria s 0:(e aposentar e voos ria tbm vei , agora vem & me ligao e [PERSON] sua amg , se matou :( out0ros ja falao que os homi, que tt matarao :(& agora que ér que vai me ligar falando IAI MAMAE , kk na maior cara de pau QUUUUE DUES TE GUARDE , & LHE PROTEJA AONDE VOS ESTIVER MINHA MUSA , :( with...",sadness,pt
"[PERSON] .. mais um ano de vida a muita saúde, [PERSON] .. hahah.. parabéns te amo. s0 with Divane Joao",joy,pt
[[PERSON] ] Pronto muito Feliz com minha princesinha nos braços!! Olha que bebê mais linda..[PERSON] seja bem vinda..,joy,pt
"[[PERSON] ] Tarde da beleza com [PERSON] ...Venha experimentar os produtos nos dias 00,00 à partir das 00:00, com nossa querida consultora Erika, no salão",joy,pt
#essa e #boa... [[PERSON] ] MENINAS COM SEGURANÇA ..KKKKKK [WITH].,joy,pt
"[[PERSON] ] [PERSON] é fiel.... Obrigado a todos que estão ao meu lado, me ajudando, me apoiando...Obrigado de coração a Loma Noivas & Decorações, [PERSON] , [PERSON] , [PERSON] , [PERSON] , [PERSON] ",joy,pt
[PERSON] :o [[PERSON] ] Então vamos de cama :D :D,joy,pt
"partida, cada pessoa tem o seu próprio espaço nesta vida desde a hora do seu nascimento. O destino de cada ser vivente neste planeta é viver e morrer, Nunca sabemos se viver é morrer ou se morrer é nascer . descansa em paz [PERSON] ",sadness,pt
[[PERSON] ] Isso e uma VERGONHA.,anger,pt
"VERDADE ISSO FOI UMA BELA COVARDIA , SE LIGA AI Ô COVARDE TU É UM ZÉ MANÉ , TUDO QUE VAI VOLTA E VC NÃO VAI SE MANTER EM PÉ . EU SOU FUI E SEMPRE SEREI O REI DO FUNK...! kkkkkk familia de pobre pobre loco(a)",joy,pt
"[[PERSON] ] Não importa onde o seu corpo vai, um pedaço da alma vai estar sempre junto com aqueles que amaram você, fica cará gravado em nós a marca da sua presença em nossos caminhos! vc vai deixa saudades LUTO :´(",sadness,pt
[[PERSON] ] [PERSON] sentimentos à família e amigos de [PERSON] !,sadness,pt
"MINHA SAÍDA NÃO FOI POR FALTA DE DESEMPENHO PROFISSIONAL,MINHA SAÍDA FOI PRA MELHOR . ACREDITO EM DEUS ELE E MEU ESCUDO, DESEJO TUDO DE BOM,QUE DEUS ABENÇOE A TODOS E UM FORTE ABRAÇO, ATE UM DIA QUE NOS ENCONTRARMOS NA ESTRADA DA VIDA. at [LOCATION]",sadness,pt
"[[PERSON] ] Que Deus conforte o coração da minha querida amiga Ednea Bulhoes nesse momento tão difícil, Andréia Andrea Skate Boards você vai fazer muita falta na minha vida, que Deus te ilumine, te amo para sempre. with Andrea Skate Boards.",sadness,pt
"Status Update By Luciano Carniel e dizem que a vida de tripulante é só diversão, alegria e viajar... que venham os dias melhores!!! some people says that crew´s life is just fun, joy and travel ... hopping for the better days!!",sadness,pt
[[PERSON] ] Hoje o pequeno príncipe completa 0mês de vida! [PERSON] .,joy,pt
"tempo parece esta hem pausa, assim como hem um filme das Barbe Sorria! Mesmo sem estar sendo Filmada....",joy,pt
[[PERSON] ] Quem e Santista de verdade vai,joy,pt
"[[PERSON] ] Compartilhe essa ideia com os amigos =) [PERSON] na internet, acesse [URL]",anticipation,pt
/locutor-amante-do-surf-cabo-frio-rj.html at [LOCATION],joy,pt
"condena os do PT.Enquanto isso tucanos ficam roubando a vontade. Resumindo ele que acabar com a imagem do PT e colocar a direita no comando. Tudo bem se ele que mostra que no Brasil é capaz de fazer justiça,mas desde que seija para todos não só para uns e outros não.. [PERSON] and...",joy,pt
"[[PERSON] ] Agora que a Nova Zelândia já entrou em 0000 e que já há gente a celebrar, aqui do meu posto de trabalho desejo-vos um excelente ano! Now that [PERSON] already in 0000, from the newsroom I wish you all a Happy New Year! [WITH] at [LOCATION]",joy,pt
[PHOTO] hoje resenha de natal no sitio xangrilar no quintas do godoi homens 00 reais + bebida mulher 0000 (são nosas convidadas) aguardo todos vcs la SITIO XANGRILAR (quintas do godoi) info: 00000000 [WITH].,anticipation,pt
[[PERSON] ] Garota Coca-Cola uh ... Eagora # ;) (propagandadegraça),joy,pt
carroças em Juiz de Fora e a que proíbe a apresentação de animais em circos no município. Noraldino também ajudou na implantação do programa de castração gratuita de cães na cidade e luta constantemente ao lado dos grupos de proteção por melhorias na estrutura do Canil Municipal. at [LOCATION],joy,pt
"CRITICAS', aaah Criticas, são muito melhor ... então FOCO em sí , e não No que as pessoas vão falar sobre você ! #Boatarde #Foco #TREINO_HOJE_FOI_FODA #Gymm #Projeto_Volta_Corpão #FicaGrandePorra #EsmagaQueCresce #FibradoTalvez , #VamosQueVamos ! at [LOCATION]",joy,pt
"para mostra que na vida temos altos e baixos. Deixa tudo com o tempo porque só ele que tem a resposta da vida. Um olhar , um sorriso, um toque, quando estou com você meu mundo simplesmente para, me sinto feliz ao seu lado.",joy,pt
[[PERSON] ] Sempre fui fã deste cantor. .adoro tomar uma cervejinha ao som das músicas dele...,sadness,pt
que tenho tempo pra ficar azarando seu namorado ... se liga,anger,pt
"[[PERSON] ] Q as coisas ruim fique td em 0000 e0000 venha repleto de coisas boas q seja um ano de vitorias, , nao so pra mim mais pra tda a minha familia, amigos e colegas...Saudadesss d + do meu povo em PB [WITH].",anticipation,pt
em uma felicidade que não tem tamanho,joy,pt
[[PERSON] ] painho eu agradeço a [PERSON] pela a oportunidade de ter nascido sua filhar.... [PERSON] te desejar toda felicidade do mundo; parabéns feliz aniversario q Deus te der muitos e muitos anos de vida meu pai te amo muito viu <0,joy,pt
[[PERSON] ] Babá oferece e ensino a droga pra criança!! Criança sabe faz o droga. Impossivel. Sem palavras. Que absurdo e arrasado. Ah meus [PERSON] . É isso. Com certeza Deus está magoando e eu também triste. Chegando voltado logo o [PERSON] .,sadness,pt
"PAIS melhor para meus filhos e netos não quero merda de Copa ,,,,,pronto desabafei ....",anger,pt
[[PERSON] ] Com a esposa da minha mocidade aguardando atendimento médico... com meu filho [PERSON] [LOCATION],sadness,pt
#[PERSON] #TiaLéo #NossaRainha #PraSempreEmNossosCorações [WITH],sadness,pt
luto [[PERSON] ] [PERSON] amor eterno amor incondicional #vc mim criou pro mundo mas meu mundo e VOCÊ ♥♥,sadness,pt
[[PERSON] ] [PERSON] no forno logo + com [PERSON] .... ,anticipation,pt
[[PERSON] ] ta feia mais ta ai...,joy,pt
"M [[PERSON] ] Domingo mara, em ótimas companhia com [PERSON] Neu [PERSON] e claro a minha [PERSON] , amo demais...",joy,pt
cada dia estou me amando muito em saber do que sou capaz de fazer pelos meus filhos que nao é [PERSON] . Obrigada Deus!!! Mães amem os seus filhos e o amor fará toda a diferença no final. Boa noite!,joy,pt
[[PERSON] ] [PERSON] livia aqui meus meus amigos podem sim marcar miga livia Feliz natatal [WITH] at [LOCATION],joy,pt
"[[PERSON] ] Meu amigo [PERSON] , meu primo como vc mesmo me chamava ..... descanse em paz !! Meus sinceros sentimentos a toda familia. Partiu cedo demais para outra vida. Saudades eternas !!!!!",sadness,pt
"Ygor Moët. Mais uma vez, contamos com a presença de todos [WITH] at [LOCATION]",joy,pt
"[PERSON] [[PERSON] ] [PERSON] ...lutar... se desesperar tudo isso faz parte de vida mais o mais importante é nunca desistir.. pq os gestos mais felizes surgem das pessoas que sabe fazer de cada espinho uma flor nunca tenha medo, pois o medo de perder tira a vontade de ganhar... [PERSON] <0",joy,pt
"[PHOTO] Feliz por dimais... Ganhei 0 dias fora do hospital, em minha nova casa em Goiânia, Infelizmente pouco prazo pra ir em Rv, Mas logo estarei em Rv ao lado da minha família e amigos! #Fé #Foco #Determinação [WITH] at [LOCATION]",joy,pt
"QuE uM DiA vAmOs NoS ReEnCoNtRAr. SeRá Um DiA fElIz . EnQuAnTo IsSo, CuIdE dE mIm Aí Do CéU. QuE Eu tE lEvO AqUi CoMiGo , DeNtRo dO mEu CoRaÇãO. SaUdAdEs ETERNA!!",sadness,pt
"amo tanto, ontem fiquei sem chão, depois do ocorrido, mas sei q Deus nos devolveu o senhor pra nos de novo, fica bom papai, estou orando e pedindo a Deus para q o senhor fique bom.....",sadness,pt
Informações Inbox ou 00000-0000,anticipation,pt
Moçambicanos... Mas acima de tudo,sadness,pt
"Love my life because my life is you!!!! [[PERSON] ] HOJE faz 0 nos que a mamae é a mae mas feliz do mundo por ter uma filha como vc!!!! te desejo muitos,muitos,muitos anos de vida e q a felicidade sempre acompanhe esse sorriso lindo e sincero q vc tem. parabens meu amor..",joy,pt
batendo bem forte....,joy,pt
"será um momento de lazer para todas as famílias unindo prazer, divertimento, cultura e religiosidade. [WITH]",anticipation,pt
Le [[PERSON] ] [PERSON] agora e senpre nosso amigo secreto adoreiiii amigas aq nao tem pra ninguém kkkk,joy,pt
sempre !!!! e até um dia Vô Diego,sadness,pt
"[PHOTO] Feliz aniversário papai Juce muitos anos de vida. Nós te amamos e que esta data se ja repleta de paz ,amor , e saúde.",joy,pt
[[PERSON] ] Hoje minha gordinha ta fazendo 0 aninhos Parabens meu Bebe qe Deus esteja sempre com voce a Mamae te ama muitao minha vida.....;-),joy,pt
"[PERSON] seja o seu Guia. Deus [PERSON] você e sua família em 0000..., Beijocas Galerinha! E viva ao Quadrinho Brasileiro! \o/ [WITH]",anticipation,pt
"[[PERSON] ] O Brasil inteiro esta chocado, ninguém pensava que ia terminar assim... Ainda não caiu a ficha,foi uma cena muito forte que vai ficar marcada na história do UFC, pra mim ele sempre será o Melhor... :'(",sadness,pt
[PERSON] [[PERSON] ] Adorei a sua opinião... Vou até aumentar a música....Mais pode continuar falando .rssrsrsrrsrsrsrs,joy,pt
0000-A GRANDE REVELAÇÃO DO SEGREDO-A APARIÇÃO AOS VIDENTE MAXIMINO E MELANIE DISPONÍVEL EM DVD: TEL: (0XX00) 0 0000-0000 WebTv: [URL] [URL].br [URL] [WITH],joy,pt
decepcionaram e Já decepcionei pessoas que me amaram...E aprendi que o que importa não é o que somos na vida mas sim o que temos nela...De hoje em diante serei como o vidro...SE CAIR EU QUEBRO MAS SE ME PISAREM EU CORTO.......,joy,pt
"companheiro, meu amigo! Que [PERSON] abençoe muito você e te de proteção infinita. Obrigado por você existir em nossas vidas. [PERSON] . Obrigado a todos amigos e familiares que prestigiaram meu marido hoje. [PERSON] and Guilherme Campos at [LOCATION]",joy,pt
[[PERSON] ] se foi #tia #[PERSON] ,sadness,pt
[[PERSON] ] FORCAS LINO O TEU CORPO RESPONDE O Q A TUA ALMA QUER ...... [PERSON] E VAI SAIR DESSA ....... NOS TE AMAMOSS E QUEREMOS VER SEU SORRUSO DINOVO [WITH].,anticipation,pt
Compartilhem ele por favor. DOAÇÃO APENAS PARA CASAS COM MUROS ALTOS E APTO TELADOS SEM ACESSO A RUA!!!!!!!! [WITH],sadness,pt
"[PHOTO] Boa noite hoje recebi a minha mãe,minha irmã e meus sobrinhos aqui em casa foi muito bom esta com elas",joy,pt
", [PERSON] , e todos os demais os professores...nós merecemos..",joy,pt
"Eba ta chegando a hora ! A noite promete !! [PERSON] hoje será pequena ! [[PERSON] ] Weekend Club Ribeirão Preto Ansioso pela noite!!! Vai ser tudo, vai ser badalo, vai ser CRAZYYYYYY!!!!!",anticipation,pt
"o que fazer nos ajudem a chamar a atenção das autoridades, SÃO MAIS DE QUARENTA PESSOAS SEM A MEDICAÇÃO e sem direito a vida, pois é a medicação que combate o câncer! AJUDE A MINHA MÃE A VENCER ESSA BATALHA, COMPARTILHE! #CadeaMedicacao# #DescasoHCGoias# [WITH]",anticipation,pt
[[PERSON] ] Amor por ondes andas seras q ainda pensas em me nao sei viver sem vc... [PERSON] .,sadness,pt
despesa com internação nem com especialistas. PEÇO QUE [PERSON] precisamos fazer alguma coisa contra essa GreenLine!!!! at [LOCATION],sadness,pt
[[PERSON] ] Eu e minha prima [PERSON] ty amo....,joy,pt
[[PERSON] ] Olá meninas estou vendEndo o modelador de cachos Conair Infiniti Pro Curl Secret Curling Automatic Miracurl de$000 por $000 novo e em perfeito estado!! Na caixa! É o babyliss mais perfeito que ja vi!!! A blogueira camila [PERSON] ensina como usar! Tenho apenas 0!,joy,pt
"[PERSON] entre [PERSON] , e que Deus te coloque em um bom lugar , CABO GUERREIRO DEUS LEVOU MAIS TA NO CORAÇÃO ♥ :'( [LUTO] with [PERSON] ",sadness,pt
"contar os minutos e se jogar nele.. Também fica o recado... Quem ainda não se organizou, não perde tempo e entra em contato comigo para adquirir os ingressos da Maori ou fazer sua reserva: (00) 00000000 (whatsapp). #VemFeriado #VemMaori #VemVerão at [LOCATION]",anticipation,pt
[[PERSON] ] ola eu sou o gustavo como vai vceis,joy,pt
"Salsicha , filhote ainda não tem 00 ano de vida . Local: Bairro Campo Comprido , próximo ao Condor e região !! Nome: Odie",anticipation,pt
"Legal... [PHOTO] foi dificio mais conserguir , trabalhei lutei muito , mais graças a deus a minha casa conseguir comprar ! hhihihiih",joy,pt
"coisas, campanhas eleitorais. [PERSON] Tadeu Tadeu and Marcos Aurelio Santos Reis Reis",anger,pt
"[PHOTO] Feliz ano novo aee povo, boas festas, que [PERSON] abençoe a todos, e q esse novo ano que se inicia seja um ano de grandes vitórias e conquistas pra todos nós... Que venha 0000#",joy,pt
[[PERSON] ] E verdade mulher que valorisa o corpo e não a alma valoriza um estranho e não o conhecido esta vestida mais ao mesmo tempo nua sua beleza e so exterior e não interior ta por fora. Se não aprendeu a viver no dia a dia a vida ensina a viver,joy,pt
[[PERSON] ] meus dois amor everton & valdimir amo vcs ....,joy,pt
a graça de Deus. PARABÉNS a vocês e Obrigado Senhor por tudo em minha vida. [WITH],joy,pt
"[[PERSON] ] Toma cuidado , tudo oq vai volta ;)",joy,pt
goleiro [PERSON] . with Biana Pereira at Condomínio Amendoeiras - Lagoa Santa. Dias melhores pra sempre....,joy,pt
[[PERSON] ] Contente com meu álbum de formando.,joy,pt
Deprimente [PHOTO] Aeroporto de Manaus lotado. Vários voos cancelados e eu aqui morrendo de saudades da minha costelinha.,sadness,pt
"COM FRETE INCLUSO,NO DIA 00/00/00. PARA PARTICIPAR: 0-Escolha um dos álbuns deste perfil ,curta e compartilhe. 0-Curta e compartilhe esta publicação. QUEM NÃO SEGUIR CORRETAMENTE ESTAS 0 ETAPAS,ESTARÁ FORA DO SORTEIO! BOA SORTE A TODAS VOCÊS MENINAS!!! ;)",anticipation,pt
[[PERSON] ] olha meu bb ai de novo,joy,pt
[[PERSON] ] marque seu hora manicure e pedicure no 00000000,anticipation,pt
frutos bons vêm de raízes boas. O fruto em nossa vida tem origem onde estivermos enraizados.,sadness,pt
Keep calm and smile [[PERSON] ] Bateu aquela solidão agora !!!!! Alguém pra fazer companhia ?,sadness,pt
[[PERSON] ] Sabado na nigth a melhor ta chegandooooooooo at [LOCATION],anticipation,pt
"[[PERSON] ] Mil cairão ao teu lado, dez mil cairão à tua direita, mas você não será atingido. Hehe Saudades!! [WITH].",joy,pt
"[[PERSON] ] O movimento do CNE está na televisão.Os escuteiros(presumo que de Estremoz) estão na nova novela da TVI. Apesar de não ser escuteira, sou mãe de dois e como tal estou",anticipation,pt
[[PERSON] ] Axo q ta na hra de começa a faze um limpa no meu face na agenda do meu cel...tem mtas pessoas q não merecem mais ser lembrado...0000 vida nova td novo e oq fika pra tras e resto e resto dxo pro lixeiro leva...,joy,pt
[[PERSON] ] Ganhar Presente é muito bom... Ainda mais quando é de uma pessoa ki a gente gosta!!! mto Obg .GCV ADOREI !!!,joy,pt
"dj bela jr ...to colado ... [[PERSON] ] Banda Connect Beat ELES ESTÃO CHEGANDO, #BANDA_CONNECT_BEAT NESTE SÁBADO, 00 DE DEZEMBRO A PARTIR DAS 00 HORAS, TRAGA TODA A SUA TURMA. at [LOCATION]",anticipation,pt
"[PERSON] minha branquinha magrela teamo ... Mexer com ella tem q ser corajoso (a) [PERSON] se te ver algum problema toca no 000 q agente conversa pela área , miggaaaaa [PERSON] te amo desdo do 0 anos com vc ... oooooooo nos ai (0) FELIZ ANIVERSÁRIO <0 with Sandy [PERSON] ",joy,pt
[[PERSON] ] Oje faco 00 anos como os anos pacao,joy,pt
"[PERSON] acabar, a [PERSON] sair do Jornal Nacional, vi a morte de [PERSON] , [PERSON] , [PERSON] , [PERSON] , [PERSON] , [PERSON] , [PERSON] e outros, e agora estou vivendo a revolução Brasileira. Cara, eu sou histórica......",joy,pt
